Id del contrato de software;Nombre;instanceId;Estado;Fabricante;Centro Actividad / Centro de Costos;Suministrador Responsable;Empresa Propietaria;Fecha de Creación;Fecha de Caducidad;Fecha Modificada;Nombre del producto;Nombre Proveedor;Orden de Compra;Clave__c;Suma Número de Licencias Adquiridas;Filial;Información Adicional / Descripción
002-2017;002-2017-1;ASGADR4FJYMVQAPKRHZXP9UDGM2E00;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;AGUAS NACIONALES EPM S.A. E.S.P.;2018/12/20 02:18:20 PM;2018/04/18 03:46:00 PM;2026/02/16 05:15:17 AM;Microsoft Office 365 ProPlus;CONTROLES EMPRESARIALES LTDA;72219;;13;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
003-2012-AM;003-2012-AM-1;ASGADR4FJYMVQAPKBWDMP9ERR5VFBU;Historical;Desconocido;10416400;TECNO EXPLORER LTDA;AGUAS DE MALAMBO S.A. E.S.P.;2018/12/20 02:43:04 PM;2012/02/12 08:00:00 PM;2026/02/16 05:15:26 AM;Microsoft Office 365 ProPlus;TECNO EXPLORER LTDA;;;25;AGUAS DE MALAMBO S.A. E.S.P.;.
003-2012-AM;003-2012-AM-2;ASGADR4FJYMVQAPKBWDMP9ERR5VFCH;Historical;Desconocido;10416400;TECNOEXPLORER LTDA;AGUAS DE MALAMBO S.A. E.S.P.;2018/12/20 02:43:04 PM;2012/02/12 08:00:00 PM;2026/02/16 05:15:27 AM;Windows 7 Professional;TECNOEXPLORER LTDA;;;33;AGUAS DE MALAMBO S.A. E.S.P.;.
015-710-2017;015-710-2017-1;ASGADR4FJYMVQAPKBUY3P9EQMGVC18;Historical;Desconocido;Unallocated;CONTROLES EMPRESARIALES LTDA;AGUAS NACIONALES EPM S.A. E.S.P.;2018/12/20 02:18:24 PM;2018/12/31 03:49:00 PM;2026/02/16 05:15:21 AM;Microsoft Office 365 ProPlus;CONTROLES EMPRESARIALES LTDA;75542;;11;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
0229319;0229319-001;ASGADR4FJYMVQAPKRHZ6P9UDGF2DHL;Executed;Adobe Inc.;01337022;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:51 PM;;2019/01/03 03:06:33 PM;IrAnalyser;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
0229319;0229319-002;ASGADR4FJYMVQAPKRHZYP9UDGM2E0M;Executed;Microsoft;01337022;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:48 PM;;2019/01/03 03:06:38 PM;IrAnalyser;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
038-2016-AM;038-2016-AM-1;ASGADR4FJYMVQAPKBWDMP9ERR5VFBZ;Historical;Desconocido;10416400;MULTISOFT LTDA.;AGUAS DE MALAMBO S.A. E.S.P.;2018/12/20 02:43:04 PM;2017/12/16 04:22:00 PM;2026/02/16 05:15:27 AM;McAfee Server Security ;MULTISOFT LTDA.;3734;;35;AGUAS DE MALAMBO S.A. E.S.P.;.
044-2016-AM;044-2016-AM-1;ASGADR4FJYMVQAPKBWDKP9ERR3VEWD;Historical;Desconocido;10416400;CONTROLES EMPRESARIALES LTDA;AGUAS DE MALAMBO S.A. E.S.P.;2018/12/20 02:43:08 PM;2018/12/16 12:00:00 AM;2026/02/16 05:15:26 AM;McAfee Server Security ;CONTROLES EMPRESARIALES LTDA;3734;;38;AGUAS DE MALAMBO S.A. E.S.P.;.
044-2016-AM;044-2016-AM-2;ASGADR4FJYMVQAPKBWDKP9ERR3VEVQ;Historical;Desconocido;10416400;CONTROLES EMPRESARIALES LTDA;AGUAS DE MALAMBO S.A. E.S.P.;2018/12/20 02:43:08 PM;2018/12/16 12:00:00 AM;2026/02/16 05:15:25 AM;Microsoft Office 365 E1;CONTROLES EMPRESARIALES LTDA;3734;;38;AGUAS DE MALAMBO S.A. E.S.P.;.
044-2016-AM;044-2016-AM-3;ASGADR4FJYMVQAPKBWDKP9ERR3VEVY;Historical;Desconocido;10416400;CONTROLES EMPRESARIALES LTDA;AGUAS DE MALAMBO S.A. E.S.P.;2018/12/20 02:43:08 PM;2018/12/16 12:00:00 AM;2026/02/16 05:15:26 AM;Microsoft Dynamics CRM Pro;CONTROLES EMPRESARIALES LTDA;3734;;2;AGUAS DE MALAMBO S.A. E.S.P.;.
062070;062070-001;ASGADR4FJYMVQAPKRHYTP9UDF72BLL;Executed;ISEE SYSTEMS;01989080;COMPAÑIA COMERCIAL GOBE LTDA.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;2030/12/31 12:00:00 AM;2025/12/22 01:44:42 PM;iThink 9.1;COMPAÑIA COMERCIAL GOBE LTDA.;1517927;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090314392;090314392-001;ASGADR4FJYMVQAPKRHY6P9UDFF2AON;Executed;Adobe Inc.;01337280;ABB POWER T&D;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/05/02 08:00:00 AM;2026/01/05 04:29:33 PM;WinECP;ABB POWER T&D;;;49;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090316669;090316669-001;ASGADR4FJYMVQAPKRHY7P9UDFG2AS1;Historical;Desconocido;01337383;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2026/02/16 05:15:02 AM;DIgSILENT PowerFactory;Desconocido;;;8;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090316669;090316669-002;ASGADR4FJYMVQAPKRHY6P9UDFE2ANN;Historical;Desconocido;01337010;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;;2026/02/16 05:15:00 AM;DIgSILENT PowerFactory;Desconocido;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090418409;090418409-001;ASGADR4FJYMVQAPKRHYTP9UDF82BM7;Historical;Desconocido;01989015;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:31 PM;;2026/02/16 05:15:04 AM;Microsoft BizTalk Server 2013 R2 Enterprise Edition;Desconocido;1562320;;4;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090418409;090418409-002;ASGADR4FJYMVQAPKRHZYP9UDGM2E0O;Historical;Desconocido;01980685;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:51 PM;;2026/02/16 05:15:13 AM;Expression Studio Ultimate;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090418409;090418409-003;ASGADR4FJYMVQAPKRHY9P9UDFH2AWR;Historical;Desconocido;01989070;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;;2026/02/16 05:15:06 AM;Expression Studio Ultimate;Desconocido;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090422373;090422373-001;ASGADR4FJYMVQAPKRHYXP9UDFL2BY8;Executed;ServiSoft S.A.;01989080;EBC Ingenieria y CIA Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;2030/01/01 08:00:00 AM;2026/01/05 03:17:45 PM;G Design Studio;EBC Ingenieria y CIA Ltda.;;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090814773_;090814773-001;ASGADR4FJYMVQAPKRHYWP9UDFK2BSW;Historical;Computer Associates (CA);01989070;Computer Associates (CA);EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;2030/12/15 12:00:00 AM;2026/02/16 05:15:05 AM;Harvest;Computer Associates (CA);;;15;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090814773_;090814773-002;ASGADR4FJYMVQAPKRHYLP9UDF02BCU;Historical;Computer Associates (CA);01989070;Computer Associates (CA);EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;2030/12/15 12:00:00 AM;2026/02/16 05:15:05 AM;Harvest;Computer Associates (CA);;;8;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090814773_;090814773-003;ASGADR4FJYMVQAPKRHYPP9UDF32B17;Historical;Computer Associates (CA);01980294;Computer Associates (CA);EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;2030/12/15 12:00:00 AM;2026/02/16 05:15:04 AM;Harvest;Computer Associates (CA);;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
090814773_;090814773-004;ASGADR4FJYMVQAPKRHYVP9UDFK2BRL;Historical;Computer Associates (CA);01989070;Computer Associates (CA);EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;2030/12/15 12:00:00 AM;2026/02/16 05:15:04 AM;Harvest;Computer Associates (CA);;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
0C0445;0C0445-1;ASGADR4FJYMVQAPKRSPAP9UNVO4HAO;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2016/12/18 08:00:00 AM;2026/02/16 05:15:31 AM;Audisoft auditoria y control interno;Desconocido;0C0445;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1000000.317.10;1000000.317.10-1;ASGADR4FJYMVQAPKBWDLP9ERR3VEXO;Historical;Desconocido;02986200;SOXA LTDA.;CHEC S.A. E.S.P.;2018/12/20 02:43:04 PM;2011/12/20 08:00:00 AM;2026/02/16 05:15:23 AM;XRT Universe;SOXA LTDA.;;;1;CHEC S.A. E.S.P.;.
100000.083.11;100000.083.11-1;ASGADR4FJYMVQAPKBWDMP9ERR4VFAM;Historical;Desconocido;02986400;CIEL INGENIERIA LTDA;CHEC S.A. E.S.P.;2018/12/20 02:43:04 PM;2011/07/23 08:00:00 AM;2026/02/16 05:15:25 AM;Digiturno iT;CIEL INGENIERIA LTDA;;;7;CHEC S.A. E.S.P.;.
100000.134.12;100000.134.12-1;ASGADR4FJYMVQAPKBWDKP9ERR3VEX1;Historical;Desconocido;02986400;UNE  REGIONAL NOROCCIDENTE;CHEC S.A. E.S.P.;2018/12/20 02:43:04 PM;2013/06/28 08:00:00 AM;2026/02/16 05:15:22 AM;CA- Service Desk Manager;UNE  REGIONAL NOROCCIDENTE;;;20;CHEC S.A. E.S.P.;.
100000.253.12;100000.253.12-1;ASGADR4FJYMVQAPKBWDMP9ERR5VFBG;Historical;Desconocido;02986400;CIEL INGENIERIA LTDA;CHEC S.A. E.S.P.;2018/12/20 02:43:04 PM;2012/11/30 08:00:00 AM;2026/02/16 05:15:25 AM;Digiturno iT;CIEL INGENIERIA LTDA;;;35;CHEC S.A. E.S.P.;.
10000330372;10000330372-001;ASGADR4FJYMVQAPKRHYYP9UDFM2CAE;Executed;ServiSoft S.A.;01989080;Hydromantis Environmental Software Solutions. Inc;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;2030/09/01 12:00:00 AM;2026/01/06 09:24:37 AM;CapdetWorks;Hydromantis Environmental Software Solutions. Inc;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
10000330372;10000330372-002;ASGADR4FJYMVQAPKRHYXP9UDFL2BXN;Executed;Trimble;01989080;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;2030/08/31 12:00:00 AM;2025/05/12 12:19:01 PM;GPS-X 5.0;PROCALCULO - PROSIS S.A.;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
10000330372;10000330372-003;ASGADR4FJYMVQAPKRHY3P9UDFC2A7Y;Executed;Trimble;01510230;PROCALCULO - PROSIS S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/31 12:00:00 AM;2025/05/12 12:19:01 PM;GPS-X 5.0;PROCALCULO - PROSIS S.A.;;;9;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
120-2016;120-2016-1;ASGADR4FJYMVQAPKRHZ4P9UDGC2DDF;Historical;Desconocido;09416500;CONTROLES EMPRESARIALES LTDA.;AGUAS REGIONALES EPM S.A E.S.P.;2018/12/20 02:18:20 PM;2021/10/10 10:16:00 AM;2026/02/16 05:15:17 AM;Core CAL Bridge Office 365;CONTROLES EMPRESARIALES LTDA.;;;123;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
120-2016;120-2016-2;ASGADR4FJYMVQAPKRHZXP9UDGM2EJQ;Historical;Desconocido;09416500;CONTROLES EMPRESARIALES LTDA.;AGUAS REGIONALES EPM S.A E.S.P.;2018/12/20 02:18:20 PM;2021/10/10 10:16:00 AM;2026/02/16 05:15:17 AM;Microsoft Office 365 ProPlus;CONTROLES EMPRESARIALES LTDA.;;;123;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1223300;1223300-001;ASGADR4FJYMVQAPKRHYSP9UDF62B9Q;Executed;Symantec;01989070;Abits Colombia;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:37 PM;2030/12/10 12:00:00 AM;2025/12/22 09:40:13 AM;Borland C++ 6.0;Abits Colombia;1138774;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1437693;1437693-001;ASGADR4FJYMVQAPKRHZUP9UDG92EEZ;Executed;ServiSoft S.A.;01312030;Desconocido;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:51 PM;;2019/03/28 09:51:49 AM;TEST HARNESS;Desconocido;1222114;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
149880;149880-001;ASGADR4FJYMVQAPKRHYLP9UDFJ2BBG;Executed;Adobe Inc.;01411056;Colsein Ltda.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2030/08/11 08:00:00 AM;2026/01/05 02:25:54 PM;Phoenix Contact;Colsein Ltda.;1366775;;11;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1598325;1598325-001;ASGADR4FJYMVQAPKRHYXP9UDFM2BZT;Historical;CERTICAMARA S.A.;01989080;CERTICAMARA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:39 PM;2010/11/30 08:00:00 AM;2026/02/16 05:15:11 AM;Certificado Digital;CERTICAMARA S.A.;1274286;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1598325;1598325-002;ASGADR4FJYMVQAPKRHY6P9UDFF2AOO;Historical;CERTICAMARA S.A.;01312070;CERTICAMARA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2010/11/18 12:00:00 AM;2026/02/16 05:15:00 AM;Certificado Digital;CERTICAMARA S.A.;1272336;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1598325;1598325-003;ASGADR4FJYMVQAPKRHY5P9UDFE2ALY;Historical;CERTICAMARA S.A.;01980123;CERTICAMARA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:28 PM;2010/11/18 12:00:00 AM;2026/02/16 05:15:01 AM;Certificado Digital;CERTICAMARA S.A.;1272336;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
1598325;1598325-004;ASGADR4FJYMVQAPKRHY7P9UDFF2APY;Historical;CERTICAMARA S.A.;01337500;CERTICAMARA S.A.;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:26 PM;2010/11/30 12:00:00 AM;2026/02/16 05:15:00 AM;Certificado Digital;CERTICAMARA S.A.;1274286;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2006-003_;2006-003-001_;ASGADR4FJYMVQAQPQATAQOR4RAQRF3;Historical;Oracle;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2021/03/09 04:26:41 PM;2006/12/31 12:00:00 AM;2026/02/16 05:15:37 AM;Oracle Database Standard Edition;ORACLE COLOMBIA LTDA.;;;129;EM VARIAS;.
2006-003_;2006-003-002_;ASGA9TAFB7LH4AQPQAYZQOR4L0V06J;Historical;Oracle;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2021/03/09 04:29:38 PM;2006/12/31 12:00:00 AM;2026/02/16 05:15:38 AM;Oracle Database Personal Edition;ORACLE COLOMBIA LTDA.;;;2;EM VARIAS;.
2006-003_;2006-003-003_;ASGA9TAFB7LH4AQPQBC4QOR4OOV6I5;Historical;Oracle;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2021/03/09 04:31:45 PM;2006/12/31 12:00:00 AM;2026/02/16 05:15:38 AM;Oracle Internet Developer Suite;ORACLE COLOMBIA LTDA.;;;3;EM VARIAS;.
2006-103_;2006-103-001_;ASGA9TAFB7LH4AQPQCICQOR5U2XRAU;Historical;ESRI COLOMBIA S.A.S.;Unallocated;ESRI COLOMBIA S.A.S.;EM VARIAS;2021/03/09 04:56:35 PM;2006/12/31 12:00:00 AM;2026/02/16 05:15:38 AM;ArcGIS for Desktop Advance;ESRI COLOMBIA S.A.S.;;;1;EM VARIAS;.
2006-103_;2006-103-002_;ASGA9TAFB7LH4AQPQC7OQOR6DYYHYQ;Historical;ESRI COLOMBIA S.A.S.;Unallocated;ESRI COLOMBIA S.A.S.;EM VARIAS;2021/03/09 05:02:09 PM;2006/12/31 12:00:00 AM;2026/02/16 05:15:38 AM;ArcGIS for Desktop Estándar;ESRI COLOMBIA S.A.S.;;;3;EM VARIAS;.
2010-238;2010-238-1;ASGADR4FJYMVQAPKRHZ5P9UDGE2DG2;Historical;Desconocido;Unallocated;SQL SOFTWARE;EM VARIAS;2018/12/20 02:18:20 PM;2021/12/31 03:54:00 PM;2026/02/16 05:15:17 AM;Toad for Oracle 11.5;SQL SOFTWARE;;;3;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2010-238;2010-238-2;ASGADR4FJYMVQAPKRHZUP9UDG82EDM;Historical;Desconocido;Unallocated;SQL SOFTWARE;EM VARIAS;2018/12/20 02:18:22 PM;2021/12/31 04:00:00 PM;2026/02/16 05:15:18 AM;Toad for Oracle 10.6;SQL SOFTWARE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2010-238;2010-238-3;ASGADR4FJYMVQAPKRHZWP9UDGL2EI5;Historical;Desconocido;Unallocated;SQL SOFTWARE;EM VARIAS;2018/12/20 02:18:24 PM;2021/12/31 04:05:00 PM;2026/02/16 05:15:20 AM;Toad Suit con Spotlight;SQL SOFTWARE;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2013-0384;2013-0384-1;ASGADR4FJYMVQAPKRSPDP9UNVS4HCW;Executed;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;;2019/03/27 05:02:19 PM;Microsoft Office 365 ProPlus;Desconocido;;;62;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2013-0616;2013-0616-1;ASGADR4FJYMVQAPKRHZ4P9UDGC2DDO;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:15 PM;2018/03/31 05:04:00 PM;2026/02/16 05:15:14 AM;Servicios de Centro de Servicios Compartidos para las UVA;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2013-1763;2013-1763-1;ASGADR4FJYMVQAPKRHZ8P9UDGH2D23;Executed;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;;2019/03/27 05:03:38 PM;Adobe Acrobat XI Pro;Desconocido;;;2;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2013-1763;2013-1763-2;ASGADR4FJYMVQAPKRHZYP9UDGN2E1M;Executed;ADOBE SYSTEMS INCORPORATED;PY-105;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;;2019/03/27 05:03:38 PM;Macromedia Dreamweaver 8;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2013-1763;2013-1763-3;ASGADR4FJYMVQAPKRHZ4P9UDGD2DDX;Executed;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;;2019/03/27 05:03:38 PM;Adobe Creative Suite 6 Master Collection;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2013-202_;2013-202-001_;ASGA9TAFB7LH4AQPQA2SQOR3ZDUIJV;Historical;Oracle;Unallocated;ORACLE COLOMBIA LTDA.;EM VARIAS;2021/03/09 04:17:15 PM;2015/07/17 12:00:00 AM;2026/02/16 05:15:38 AM;JD Edwards EnterpriseOne;ORACLE COLOMBIA LTDA.;;;140;EM VARIAS;.
2014000449;2014000449-001;ASGADR4FJYMVQAPKRHYUP9UDF92BPK;Executed;Microsoft;01989080;Intergrupo Services;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;2018/12/20 01:39:41 PM;2030/09/09 12:00:00 AM;2026/01/06 07:30:01 AM;Microsoft Dynamics CRM Pro;Intergrupo Services;;;25;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-040_;2014-040-1_;ASGADR4FJYMVQAPKRHZQP9UDG52DWM;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2020/12/31 12:06:00 PM;2026/02/16 05:15:18 AM;Microsoft Lync Server Standard;HEWLETT PACKARD COLOMBIA LTDA;;;180;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-040_;2014-040-2_;ASGADR4FJYMVQAPKRHZEP9UDFS2C3E;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2020/12/31 12:15:00 PM;2026/02/16 05:15:16 AM;Microsoft Lync Server Enterprise;HEWLETT PACKARD COLOMBIA LTDA;;;180;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-040_;2014-040-4_;ASGADR4FJYMVQAPKRHZTP9UDG82ECM;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2020/12/31 11:20:00 AM;2026/02/16 05:15:19 AM;Microsoft Office Professional Plus 2013;HEWLETT PACKARD COLOMBIA LTDA;;;120;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-040_;2014-040-5_;ASGADR4FJYMVQAPKRHZ8P9UDGG2D1H;Historical;Desconocido;Unallocated;HEWLETT PACKARD COLOMBIA LTDA;EM VARIAS;2018/12/20 02:18:20 PM;2020/12/31 11:24:00 AM;2026/02/16 05:15:19 AM;Microsoft Office Profesional 97;HEWLETT PACKARD COLOMBIA LTDA;;;5;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-0793;2014-0793-1;ASGADR4FJYMVQAPKRSPHP9UNVW4HFA;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2017/03/26 08:00:00 AM;2026/02/16 05:15:31 AM;Adobe Creative Cloud;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-0793;2014-0793-2;ASGADR4FJYMVQAPKRHZAP9UDFO2CEO;Historical;Desconocido;PY-105;Desconocido;FUNDACION EPM;2019/01/03 02:44:16 PM;2017/03/26 08:00:00 AM;2026/02/16 05:15:30 AM;Adobe Premiere Pro CS6;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-0793;2014-0793-3;ASGADR4FJYMVQAPKRSPMP9UNW04HJ5;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2017/02/16 08:00:00 AM;2026/02/16 05:15:33 AM;Adobe Illustrator CC;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-0793;2014-0793-4;ASGADR4FJYMVQAPKRSP3P9UNWB4HIH;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:27 PM;2017/02/16 08:00:00 AM;2026/02/16 05:15:33 AM;Adobe Photoshop CC;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-0914;2014-0914-1;ASGADR4FJYMVQAPKRSPJP9UNVY4HHJ;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:28 PM;2016/12/31 08:00:00 AM;2026/02/16 05:15:32 AM;Novasoft Enterprise;Desconocido;;;35;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-114;2014-114-1;ASGADR4FJYMVQAPKRHZDP9UDFS2C1S;Historical;Desconocido;Unallocated;COMPUFACIL S.A.;EM VARIAS;2018/12/20 02:35:10 PM;2021/12/31 02:30:00 PM;2026/02/16 05:15:22 AM;Citrix XenApp;COMPUFACIL S.A.;;;110;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-1;ASGADR4FJYMVQAPKRSP2P9UNWA4HHX;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:21 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;38;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-10;ASGADR4FJYMVQAPKRSPCP9UNVR4HBP;Historical;Desconocido;AD-104;Desconocido;FUNDACION EPM;2019/01/03 02:44:23 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:31 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-100;ASGADR4FJYMVQAPKRHZYP9UDGM2E07;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:24 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:21 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-101;ASGADR4FJYMVQAPKRHZXP9UDGM2E0D;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:04:16 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:15 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-102;ASGADR4FJYMVQAPKRHZSP9UDG72EAZ;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:18 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-103;ASGADR4FJYMVQAPKRHZYP9UDGM2E02;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:24 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:20 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
2014-1484;2014-1484-104;ASGADR4FJYMVQAPKRHZ6P9UDGE2DH7;Historical;Desconocido;Unallocated;Desconocido;FUNDACION EPM;2018/12/20 02:18:20 PM;2015/12/22 08:00:00 AM;2026/02/16 05:15:18 AM;Microsoft Office 365 ProPlus;Desconocido;;;1;EMPRESAS PUBLICAS DE MEDELLIN E.S.P;.
